,Program,Header,Courses
188,"Educational Studies, B.A.",h3: two or three courses focused on methods of teaching:,"[{'EDU-305 Arts Integration in Elementary Grades': 'https://catalog.furman.edu/preview_course.php?catoid=27&coid=60438&print'}, {'EDU-330 Literacy Foundations and Instruction in Grades PK-3': 'https://catalog.furman.edu/preview_course.php?catoid=27&coid=60439&print'}, {'EDU-331 Literacy Processes and Instruction in Grades 2-6': 'https://catalog.furman.edu/preview_course.php?catoid=27&coid=60440&print'}, {'EDU-332 Social Studies in Grades PK-6': 'https://catalog.furman.edu/preview_course.php?catoid=27&coid=60441&print'}, {'EDU-333 Science in Grades PK-6': 'https://catalog.furman.edu/preview_course.php?catoid=27&coid=60442&print'}, {'EDU-337 Early Childhood Curriculum: Content and Resources': 'https://catalog.furman.edu/preview_course.php?catoid=27&coid=61686&print'}, {'EDU-339 Methods, Materials, and Assessment: Early Childhood': 'https://catalog.furman.edu/preview_course.php?catoid=27&coid=61687&print'}, {'EDU-431 Diverse School Cultures: Teaching, Learning and Management': 'https://catalog.furman.edu/preview_course.php?catoid=27&coid=60448&print'}, {'EDU-451 Literature for Young Adults': 'https://catalog.furman.edu/preview_course.php?catoid=27&coid=60450&print'}]"
189,"Educational Studies, B.A.",h3: one or two courses exposing the student to learning outside of the traditional classroom:,"[{'EDU-503 Individualized Internship': 'https://catalog.furman.edu/preview_course.php?catoid=27&coid=60461&print'}, {'EDU-506 Human Service Non-Profit Internship': 'https://catalog.furman.edu/preview_course.php?catoid=27&coid=61428&print'}]"
190,"Educational Studies, B.A.",h3: one biological science course:,"[{'BIO-101 Principles of Biology': 'https://catalog.furman.edu/preview_course.php?catoid=27&coid=60142&print'}, {'BIO-102 Biology and the Environment': 'https://catalog.furman.edu/preview_course.php?catoid=27&coid=60143&print'}, {'BIO-111 Foundations of Biology': 'https://catalog.furman.edu/preview_course.php?catoid=27&coid=60144&print'}]"
191,"Educational Studies, B.A.",h3: one physical science course:,"[{'CHM-101 Chemistry and Global Awareness': 'https://catalog.furman.edu/preview_course.php?catoid=27&coid=60237&print'}, {'CHM-110 Foundations of Chemistry': 'https://catalog.furman.edu/preview_course.php?catoid=27&coid=60238&print'}, {'EES-112 Environmental Science': 'https://catalog.furman.edu/preview_course.php?catoid=27&coid=60358&print'}, {'EES-113 Natural Hazards and Natural Disasters': 'https://catalog.furman.edu/preview_course.php?catoid=27&coid=60359&print'}, {'EES-115 Earth Systems': 'https://catalog.furman.edu/preview_course.php?catoid=27&coid=60356&print'}, {'PHY-101 Physics for Non-Science Majors': 'https://catalog.furman.edu/preview_course.php?catoid=27&coid=60988&print'}, {'PHY-105 Descriptive Astronomy': 'https://catalog.furman.edu/preview_course.php?catoid=27&coid=60990&print'}, {'PHY-106 The Solar System': 'https://catalog.furman.edu/preview_course.php?catoid=27&coid=61308&print'}, {'PHY-107 Stars & Galaxies': 'https://catalog.furman.edu/preview_course.php?catoid=27&coid=61309&print'}, {'PHY-111 General Physics I': 'https://catalog.furman.edu/preview_course.php?catoid=27&coid=60991&print'}, {'SUS-120 Principles of Sustainability Science': 'https://catalog.furman.edu/preview_course.php?catoid=27&coid=60390&print'}]"
192,"Educational Studies, B.A.",h3: and at least four other courses numbered 200 or higher in a focused cognate area outside of EDU determined in consultation with the academic advisor. One of the science courses required toward graduation must have a lab.,
193,Teaching in Grades PK-12,h2: Early Teaching Experience,
194,"English, Literature and Language Track, B.A.",h2: A major consists of at least nine courses and must include two foundation courses:,"[{'ENG-353 Critical and Cultural Theory': 'https://catalog.furman.edu/preview_course.php?catoid=27&coid=61654&print'}, {'ENG-475 Senior Seminar in English': 'https://catalog.furman.edu/preview_course.php?catoid=27&coid=60501&print'}]"
195,"English, Literature and Language Track, B.A.",h2: 1 course (4 credits) of writing instruction:,"[{'ENG-200 Introduction to Creative Writing': 'https://catalog.furman.edu/preview_course.php?catoid=27&coid=61392&print'}, {'ENG-211 Professional Communication': 'https://catalog.furman.edu/preview_course.php?catoid=27&coid=60464&print'}, {'ENG-212 Journalism Principles and Practice': 'https://catalog.furman.edu/preview_course.php?catoid=27&coid=60465&print'}, {'ENG-214 Immersion Journalism: Reading as Writers': 'https://catalog.furman.edu/preview_course.php?catoid=27&coid=60466&print'}, {'ENG-215 Copyediting': 'https://catalog.furman.edu/preview_course.php?catoid=27&coid=61771&print'}, {'ENG-220 Writing Poems': 'https://catalog.furman.edu/preview_course.php?catoid=27&coid=60467&print'}, {'ENG-221 Writing Fiction': 'https://catalog.furman.edu/preview_course.php?catoid=27&coid=60468&print'}, {'ENG-223 Writing Nonfiction': 'https://catalog.furman.edu/preview_course.php?catoid=27&coid=60469&print'}, {'ENG-224 Writing Biography': 'https://catalog.furman.edu/preview_course.php?catoid=27&coid=61497&print'}, {'ENG-225 Writing with Writers': 'https://catalog.furman.edu/preview_course.php?catoid=27&coid=60470&print'}, {'ENG-228 Writing the Novel': 'https://catalog.furman.edu/preview_course.php?catoid=27&coid=61758&print'}, {'ENG-230 Digital Writing': 'https://catalog.furman.edu/preview_course.php?catoid=27&coid=61650&print'}, {'ENG-240 Art of Travel Writing': 'https://catalog.furman.edu/preview_course.php?catoid=27&coid=61338&print'}, {'MXP-240 Travel Writing': 'https://catalog.furman.edu/preview_course.php?catoid=27&coid=61304&print'}, '']"
196,"English, Literature and Language Track, B.A.",h2: 1 course exploring Early Traditions:,"[{'ENG-241 Medieval Arthurian Literature': 'https://catalog.furman.edu/preview_course.php?catoid=27&coid=60492&print'}, {'ENG-252 Shakespeare': 'https://catalog.furman.edu/preview_course.php?catoid=27&coid=61290&print'}, {'ENG-261 Revolution and Reaction': 'https://catalog.furman.edu/preview_course.php?catoid=27&coid=61537&print'}, {'ENG-300 Literature Before Print': 'https://catalog.furman.edu/preview_course.php?catoid=27&coid=60477&print'}, {'ENG-304 English Literature of Restoration and 18th Century': 'https://catalog.furman.edu/preview_course.php?catoid=27&coid=60474&print'}, {'ENG-314 Studies in Chaucer': 'https://catalog.furman.edu/preview_course.php?catoid=27&coid=60486&print'}, {'ENG-315 Animals in Medieval Literature and Culture': 'https://catalog.furman.edu/preview_course.php?catoid=27&coid=60491&print'}, {'ENG-316 Late 14th Century English Literature': 'https://catalog.furman.edu/preview_course.php?catoid=27&coid=60471&print'}, {'ENG-317 Literature of Early Modern Britain': 'https://catalog.furman.edu/preview_course.php?catoid=27&coid=60472&print'}, {'ENG-318 Early Modern Drama': 'https://catalog.furman.edu/preview_course.php?catoid=27&coid=60473&print'}, {'ENG-319 Major Figures in Early Modern British Literature': 'https://catalog.furman.edu/preview_course.php?catoid=27&coid=60488&print'}, {'ENG-328 Interpretive Issues in Early Modern Literature': 'https://catalog.furman.edu/preview_course.php?catoid=27&coid=60499&print'}]"
197,"English, Literature and Language Track, B.A.","h2: 1 course exploring Critical Approaches, Film Studies, or Cultural and Global Studies:","[{'ENG-152 History of English Language': 'https://catalog.furman.edu/preview_course.php?catoid=27&coid=61535&print'}, {'ENG-153 English Language: How It Works': 'https://catalog.furman.edu/preview_course.php?catoid=27&coid=61536&print'}, {'ENG-254 Prison Literature': 'https://catalog.furman.edu/preview_course.php?catoid=27&coid=61652&print'}, {'ENG-293 Literature of the South': 'https://catalog.furman.edu/preview_course.php?catoid=27&coid=60493&print'}, {'ENG-294 Modern and Contemporary Poetry': 'https://catalog.furman.edu/preview_course.php?catoid=27&coid=60483&print'}, {'ENG-298 Literature and the Environment': 'https://catalog.furman.edu/preview_course.php?catoid=27&coid=61539&print'}, {'ENG-338 Victorian Novel': 'https://catalog.furman.edu/preview_course.php?catoid=27&coid=60479&print'}, {'ENG-339 Emerson to Dickinson': 'https://catalog.furman.edu/preview_course.php?catoid=27&coid=60478&print'}, {'ENG-344 Gothic Literature': 'https://catalog.furman.edu/preview_course.php?catoid=27&coid=60489&print'}, {'ENG-349 Thinking Sex': 'https://catalog.furman.edu/preview_course.php?catoid=27&coid=61653&print'}, {'ENG-391 Global Postcolonial Issues': 'https://catalog.furman.edu/preview_course.php?catoid=27&coid=60495&print'}, {'ENG-392 Film Analysis': 'https://catalog.furman.edu/preview_course.php?catoid=27&coid=60496&print'}, {'ENG-393 Literary Feminisms': 'https://catalog.furman.edu/preview_course.php?catoid=27&coid=60497&print'}]"
198,"English, Literature and Language Track, B.A.",h2: 1 course exploring Later Traditions and Literatures of the Americas,"[{'ENG-270 Queer Stories': 'https://catalog.furman.edu/preview_course.php?catoid=27&coid=61651&print'}, {'ENG-273 Altered States in Victorian Literature': 'https://catalog.furman.edu/preview_course.php?catoid=27&coid=61538&print'}, {'ENG-291 Studies in Short Fiction': 'https://catalog.furman.edu/preview_course.php?catoid=27&coid=60484&print'}, {'ENG-292 African-American Drama': 'https://catalog.furman.edu/preview_course.php?catoid=27&coid=60500&print'}, {'ENG-297 Autobiography': 'https://catalog.furman.edu/preview_course.php?catoid=27&coid=60490&print'}, {'ENG-336 British Romantic Literature': 'https://catalog.furman.edu/preview_course.php?catoid=27&coid=60475&print'}, {'ENG-337 Victorian Literature and Culture': 'https://catalog.furman.edu/preview_course.php?catoid=27&coid=60476&print'}, {'ENG-346 American Slavery and the Novel': 'https://catalog.furman.edu/preview_course.php?catoid=27&coid=60498&print'}, {'ENG-348 American Working-Class Literature': 'https://catalog.furman.edu/preview_course.php?catoid=27&coid=61703&print'}, {'ENG-350 American Novel to World War I': 'https://catalog.furman.edu/preview_course.php?catoid=27&coid=61576&print'}, {'ENG-351 American Novel Since World War I': 'https://catalog.furman.edu/preview_course.php?catoid=27&coid=61577&print'}, {'ENG-356 Faulkner': 'https://catalog.furman.edu/preview_course.php?catoid=27&coid=60487&print'}, {'ENG-357 Irish Renaissance Literature': 'https://catalog.furman.edu/preview_course.php?catoid=27&coid=60494&print'}, {'ENG-359 Studies in the Essay': 'https://catalog.furman.edu/preview_course.php?catoid=27&coid=60485&print'}, {'ENG-363 Mystery and Detective Fiction': 'https://catalog.furman.edu/preview_course.php?catoid=27&coid=61737&print'}]"
199,"English, Literature and Language Track, B.A.","h2: and, 3 courses (12 credits) in any ENG course*",
200,"English, Literature and Language Track, B.A.",h2: one credit of vocational and professional preparation over the final four semesters:,[{'ENG-399 Upper Level Pathways in English': 'https://catalog.furman.edu/preview_course.php?catoid=27&coid=61549&print'}]
201,"English, Literature and Language Track, B.A.",h2: Teaching in Secondary Schools,
202,"English, Writing Track B.A.",h2: A major consists of at least nine courses and must include three foundation courses:,"[{'ENG-200 Introduction to Creative Writing': 'https://catalog.furman.edu/preview_course.php?catoid=27&coid=61392&print'}, {'ENG-353 Critical and Cultural Theory': 'https://catalog.furman.edu/preview_course.php?catoid=27&coid=61654&print'}, {'ENG-476 Senior Seminar in Writing': 'https://catalog.furman.edu/preview_course.php?catoid=27&coid=61386&print'}]"
203,"English, Writing Track B.A.",h2: 2 courses (8 credits) of writing instruction:,"[{'ENG-211 Professional Communication': 'https://catalog.furman.edu/preview_course.php?catoid=27&coid=60464&print'}, {'ENG-212 Journalism Principles and Practice': 'https://catalog.furman.edu/preview_course.php?catoid=27&coid=60465&print'}, {'ENG-214 Immersion Journalism: Reading as Writers': 'https://catalog.furman.edu/preview_course.php?catoid=27&coid=60466&print'}, {'ENG-215 Copyediting': 'https://catalog.furman.edu/preview_course.php?catoid=27&coid=61771&print'}, {'ENG-220 Writing Poems': 'https://catalog.furman.edu/preview_course.php?catoid=27&coid=60467&print'}, {'ENG-221 Writing Fiction': 'https://catalog.furman.edu/preview_course.php?catoid=27&coid=60468&print'}, {'ENG-223 Writing Nonfiction': 'https://catalog.furman.edu/preview_course.php?catoid=27&coid=60469&print'}, {'ENG-224 Writing Biography': 'https://catalog.furman.edu/preview_course.php?catoid=27&coid=61497&print'}, {'ENG-225 Writing with Writers': 'https://catalog.furman.edu/preview_course.php?catoid=27&coid=60470&print'}, {'ENG-228 Writing the Novel': 'https://catalog.furman.edu/preview_course.php?catoid=27&coid=61758&print'}, {'ENG-240 Art of Travel Writing': 'https://catalog.furman.edu/preview_course.php?catoid=27&coid=61338&print'}, {'MXP-240 Travel Writing': 'https://catalog.furman.edu/preview_course.php?catoid=27&coid=61304&print'}, '']"
204,"English, Writing Track B.A.",h2: 2 courses in at least 2 different distribution categories,
205,"English, Writing Track B.A.",h3: Early Traditions:,"[{'ENG-241 Medieval Arthurian Literature': 'https://catalog.furman.edu/preview_course.php?catoid=27&coid=60492&print'}, {'ENG-252 Shakespeare': 'https://catalog.furman.edu/preview_course.php?catoid=27&coid=61290&print'}, {'ENG-261 Revolution and Reaction': 'https://catalog.furman.edu/preview_course.php?catoid=27&coid=61537&print'}, {'ENG-300 Literature Before Print': 'https://catalog.furman.edu/preview_course.php?catoid=27&coid=60477&print'}, {'ENG-304 English Literature of Restoration and 18th Century': 'https://catalog.furman.edu/preview_course.php?catoid=27&coid=60474&print'}, {'ENG-314 Studies in Chaucer': 'https://catalog.furman.edu/preview_course.php?catoid=27&coid=60486&print'}, {'ENG-315 Animals in Medieval Literature and Culture': 'https://catalog.furman.edu/preview_course.php?catoid=27&coid=60491&print'}, {'ENG-316 Late 14th Century English Literature': 'https://catalog.furman.edu/preview_course.php?catoid=27&coid=60471&print'}, {'ENG-317 Literature of Early Modern Britain': 'https://catalog.furman.edu/preview_course.php?catoid=27&coid=60472&print'}, {'ENG-318 Early Modern Drama': 'https://catalog.furman.edu/preview_course.php?catoid=27&coid=60473&print'}, {'ENG-319 Major Figures in Early Modern British Literature': 'https://catalog.furman.edu/preview_course.php?catoid=27&coid=60488&print'}, {'ENG-328 Interpretive Issues in Early Modern Literature': 'https://catalog.furman.edu/preview_course.php?catoid=27&coid=60499&print'}]"
206,"English, Writing Track B.A.","h3: Critical Approaches, Film Studies, or Cultural and Global Studies:","[{'ENG-152 History of English Language': 'https://catalog.furman.edu/preview_course.php?catoid=27&coid=61535&print'}, {'ENG-153 English Language: How It Works': 'https://catalog.furman.edu/preview_course.php?catoid=27&coid=61536&print'}, {'ENG-254 Prison Literature': 'https://catalog.furman.edu/preview_course.php?catoid=27&coid=61652&print'}, {'ENG-293 Literature of the South': 'https://catalog.furman.edu/preview_course.php?catoid=27&coid=60493&print'}, {'ENG-294 Modern and Contemporary Poetry': 'https://catalog.furman.edu/preview_course.php?catoid=27&coid=60483&print'}, {'ENG-298 Literature and the Environment': 'https://catalog.furman.edu/preview_course.php?catoid=27&coid=61539&print'}, {'ENG-338 Victorian Novel': 'https://catalog.furman.edu/preview_course.php?catoid=27&coid=60479&print'}, {'ENG-339 Emerson to Dickinson': 'https://catalog.furman.edu/preview_course.php?catoid=27&coid=60478&print'}, {'ENG-344 Gothic Literature': 'https://catalog.furman.edu/preview_course.php?catoid=27&coid=60489&print'}, {'ENG-349 Thinking Sex': 'https://catalog.furman.edu/preview_course.php?catoid=27&coid=61653&print'}, {'ENG-391 Global Postcolonial Issues': 'https://catalog.furman.edu/preview_course.php?catoid=27&coid=60495&print'}, {'ENG-392 Film Analysis': 'https://catalog.furman.edu/preview_course.php?catoid=27&coid=60496&print'}, {'ENG-393 Literary Feminisms': 'https://catalog.furman.edu/preview_course.php?catoid=27&coid=60497&print'}]"
